日期,时间,温度,湿度,光照强度,电压
2004/3/2,10:49:07,23.7026,32.3698,426.88,2.69964
2004/3/2,10:50:37,23.7418,32.2293,412.16,2.69964
2004/3/2,10:50:53,23.7516,32.159,412.16,2.69964
2004/3/2,10:52:27,23.8006,32.0887,397.44,2.69964
2004/3/2,10:52:58,23.7418,31.9832,412.16,2.69964
2004/3/2,10:53:25,23.6928,32.0535,412.16,2.69964
2004/3/2,10:54:04,23.732,32.159,412.16,2.69964
2004/3/2,10:55:26,23.6732,32.0887,412.16,2.69964
2004/3/2,10:55:57,23.7418,32.0183,426.88,2.69964
2004/3/2,10:56:25,23.8104,31.948,426.88,2.69964
2004/3/2,10:57:23,23.8692,31.772,426.88,2.71196
2004/3/2,10:58:04,23.8692,31.7368,426.88,2.69964
2004/3/2,10:59:36,23.732,31.8072,426.88,2.71196
2004/3/2,11:00:03,23.6928,31.772,426.88,2.69964
2004/3/2,11:02:11,23.7712,31.5254,426.88,2.69964
2004/3/2,11:02:47,23.7418,31.5959,426.88,2.69964
2004/3/2,11:03:11,23.6536,31.7016,412.16,2.69964
2004/3/2,11:03:24,23.5458,31.8776,426.88,2.69964
2004/3/2,11:05:23,23.6144,31.8072,426.88,2.69964
2004/3/2,11:06:23,23.7124,31.7368,426.88,2.69964
2004/3/2,11:07:09,23.6732,31.5959,426.88,2.69964
2004/3/2,11:09:41,23.6634,31.6664,426.88,2.69964
2004/3/2,11:10:24,23.6732,31.8424,426.88,2.69964
2004/3/2,11:12:54,23.732,31.6664,426.88,2.69964
2004/3/2,11:13:53,23.6634,31.8424,412.16,2.69964
2004/3/2,11:14:53,23.8006,31.6312,426.88,2.69964
2004/3/2,11:15:37,23.879,31.4902,426.88,2.69964
2004/3/2,11:15:53,23.928,31.3139,426.88,2.69964
2004/3/2,11:16:55,23.8692,31.3844,426.88,2.69964
2004/3/2,11:17:23,23.8692,31.3139,426.88,2.71196
2004/3/2,11:18:27,23.7516,31.3491,426.88,2.69964
2004/3/2,11:20:02,23.8594,31.1727,426.88,2.71196
2004/3/2,11:20:29,23.732,31.3844,412.16,2.69964
2004/3/2,11:20:53,23.6732,31.5607,426.88,2.69964
2004/3/2,11:21:37,23.7516,31.3139,412.16,2.69964
2004/3/2,11:21:55,23.6928,31.4549,426.88,2.69964
2004/3/2,11:22:37,23.732,31.3139,412.16,2.69964
2004/3/2,11:23:19,23.8006,31.208,426.88,2.69964
2004/3/2,11:23:37,23.8398,31.0314,426.88,2.69964
2004/3/2,11:25:33,23.8496,31.1021,426.88,2.69964
2004/3/2,11:25:58,23.9084,30.9608,426.88,2.69964
2004/3/2,11:26:30,23.9084,30.9254,426.88,2.71196
2004/3/2,11:26:53,23.8888,30.9608,426.88,2.69964
2004/3/2,11:27:34,23.9182,30.8547,426.88,2.69964
2004/3/2,11:27:53,23.928,30.6779,412.16,2.71196
2004/3/2,11:28:53,23.928,30.6071,412.16,2.69964
2004/3/2,11:29:28,23.9182,30.7486,412.16,2.69964
2004/3/2,11:30:34,23.8398,30.6779,412.16,2.69964
2004/3/2,11:32:24,23.8104,30.7486,412.16,2.69964
2004/3/2,11:32:57,23.8202,30.5363,412.16,2.71196
2004/3/2,11:33:37,23.8398,30.6071,412.16,2.69964
2004/3/2,11:33:53,23.9084,30.5363,412.16,2.71196
2004/3/2,11:34:32,23.8398,30.5717,412.16,2.69964
2004/3/2,11:34:57,23.8888,30.5363,412.16,2.69964
2004/3/2,11:36:04,23.8692,30.3238,412.16,2.69964
2004/3/2,11:36:24,23.8888,30.4301,412.16,2.69964
2004/3/2,11:36:59,23.9672,30.4301,412.16,2.69964
2004/3/2,11:38:10,23.9574,30.5363,412.16,2.71196
2004/3/2,11:38:24,23.8986,30.5363,412.16,2.69964
2004/3/2,11:39:54,23.9378,30.6071,412.16,2.71196
2004/3/2,11:40:57,24.0064,30.4655,412.16,2.71196
2004/3/2,11:41:28,24.026,30.5363,412.16,2.71196
2004/3/2,11:42:39,24.026,30.3947,412.16,2.71196
2004/3/2,11:42:54,24.026,30.3947,412.16,2.69964
2004/3/2,11:43:36,24.0652,30.3238,412.16,2.71196
2004/3/2,11:44:03,24.075,30.2529,412.16,2.71196
2004/3/2,11:45:14,24.0652,30.2175,412.16,2.69964
2004/3/2,11:45:42,24.0358,30.2529,412.16,2.69964
2004/3/2,11:45:54,24.0064,30.3238,412.16,2.69964
2004/3/2,11:46:27,24.1044,30.182,412.16,2.71196
2004/3/2,11:46:54,24.0848,30.1111,412.16,2.71196
2004/3/2,11:47:23,24.1142,30.0756,412.16,2.71196
2004/3/2,11:47:54,24.1436,30.0046,412.16,2.71196
2004/3/2,11:48:53,24.0946,30.1111,412.16,2.69964
2004/3/2,11:49:23,24.0358,30.0756,412.16,2.69964
2004/3/2,11:49:59,24.0652,30.0401,412.16,2.69964
2004/3/2,11:50:23,24.0652,30.0046,412.16,2.69964
2004/3/2,11:56:08,24.0456,30.0401,397.44,2.69964
2004/3/3,15:34:30,23.83,30.4655,108.56,2.69964
2004/3/3,15:35:28,23.8496,30.5363,121.44,2.68742
2004/3/3,15:36:56,23.928,30.5009,121.44,2.69964
2004/3/3,15:38:26,23.977,30.5009,128.8,2.69964
2004/3/3,15:39:29,23.9672,30.4301,121.44,2.69964
2004/3/3,15:39:56,23.9084,30.4655,128.8,2.69964
2004/3/3,15:40:26,23.8202,30.6779,128.8,2.68742
2004/3/3,15:41:59,24.0162,30.5363,136.16,2.69964
2004/3/3,15:42:56,24.0848,30.3947,136.16,2.69964
2004/3/3,15:43:26,24.0652,30.3947,143.52,2.69964
2004/3/3,15:44:30,24.1142,30.3238,143.52,2.69964
2004/3/3,15:44:56,24.1338,30.2529,143.52,2.68742
2004/3/3,15:45:57,24.0554,30.3238,136.16,2.68742
2004/3/3,15:46:56,24.0064,30.3947,143.52,2.69964
2004/3/3,15:47:56,24.0652,30.3592,143.52,2.69964
2004/3/3,15:48:28,24.1926,30.2175,143.52,2.69964
2004/3/3,15:48:59,24.3004,30.182,143.52,2.69964
2004/3/3,15:49:56,24.3102,30.0401,150.88,2.69964
2004/3/3,15:51:58,24.2906,30.0756,165.6,2.69964
2004/3/3,15:52:58,24.3886,30.0401,180.32,2.69964
2004/3/3,15:53:27,24.3396,30.0401,187.68,2.69964
2004/3/3,15:54:29,24.2808,30.182,217.12,2.69964
2004/3/3,15:55:29,24.418,30.0046,202.4,2.69964
2004/3/3,15:59:27,24.3984,30.0046,235.52,2.69964
2004/3/3,16:09:26,24.32,30.0401,180.32,2.69964
2004/3/3,16:10:58,24.3298,30.1111,180.32,2.69964
2004/3/3,16:11:29,24.3396,30.0401,172.96,2.69964
2004/3/3,16:13:59,24.32,30.0401,165.6,2.69964
2004/3/3,16:16:56,24.2808,30.0401,158.24,2.69964
2004/3/3,16:17:58,24.2416,30.1111,158.24,2.69964
2004/3/3,16:18:27,24.1828,30.2175,158.24,2.68742
2004/3/3,16:19:02,24.1632,30.182,158.24,2.69964
2004/3/3,16:19:26,24.0848,30.3947,158.24,2.69964
2004/3/3,16:19:58,24.075,30.3238,150.88,2.69964
2004/3/3,16:20:58,24.075,30.4655,150.88,2.69964
2004/3/3,16:21:30,24.0456,30.3947,150.88,2.69964
2004/3/3,16:22:28,23.9182,30.5717,150.88,2.69964
2004/3/3,16:23:32,23.9084,30.6071,150.88,2.69964
2004/3/3,16:24:27,23.8496,30.6779,150.88,2.68742
2004/3/3,16:25:31,23.8202,30.7133,150.88,2.69964
2004/3/3,16:26:56,23.634,31.0314,143.52,2.69964
2004/3/3,16:27:30,23.585,31.1727,143.52,2.69964
2004/3/3,16:28:30,23.6928,30.9254,143.52,2.69964
2004/3/3,16:29:00,23.7026,30.8901,143.52,2.68742
2004/3/3,16:30:32,23.7026,30.9254,143.52,2.69964
2004/3/3,16:30:57,23.6928,30.8901,143.52,2.68742
2004/3/3,16:31:31,23.683,30.8901,143.52,2.69964
2004/3/3,16:33:57,23.6536,30.8901,143.52,2.68742
2004/3/3,16:34:59,23.585,31.0667,136.16,2.68742
2004/3/3,16:35:30,23.6046,31.0314,143.52,2.68742
2004/3/3,16:35:56,23.6046,31.0314,136.16,2.68742
2004/3/3,16:37:29,23.6732,31.0314,136.16,2.69964
2004/3/3,16:37:57,23.7222,30.8901,136.16,2.68742
2004/3/3,16:40:27,23.7222,30.9254,136.16,2.69964
2004/3/3,16:41:57,23.781,30.8547,136.16,2.69964
2004/3/3,16:42:30,23.7712,30.8901,136.16,2.68742
2004/3/3,16:42:57,23.6634,31.0314,136.16,2.68742
2004/3/3,16:43:57,23.6928,31.0314,128.8,2.68742
2004/3/3,16:45:03,23.7516,30.9608,128.8,2.68742
2004/3/3,16:45:28,23.7516,30.9961,128.8,2.69964
2004/3/3,16:46:58,23.7516,31.0314,128.8,2.68742
2004/3/3,16:47:57,23.7908,30.9961,128.8,2.69964
2004/3/3,16:48:30,23.781,30.9608,128.8,2.69964
2004/3/3,16:49:32,23.7908,31.0314,128.8,2.69964
2004/3/3,16:50:00,23.7516,31.0667,121.44,2.69964
2004/3/3,16:50:27,23.83,31.0314,121.44,2.69964
2004/3/3,16:50:56,23.8104,31.0314,121.44,2.68742
2004/3/3,16:51:30,23.8006,31.1021,121.44,2.68742
2004/3/3,16:51:59,23.781,31.0314,121.44,2.68742
2004/3/3,16:53:27,23.7516,31.1727,121.44,2.68742
2004/3/3,16:55:56,23.7908,31.1021,114.08,2.68742
2004/3/3,16:58:00,23.5458,31.5254,114.08,2.68742
2004/3/3,16:58:31,23.5752,31.5254,114.08,2.68742
2004/3/3,16:59:27,23.6928,31.4197,114.08,2.68742
2004/3/3,16:59:59,23.732,31.3139,114.08,2.68742
2004/3/3,17:01:57,23.9182,31.0314,114.08,2.69964
2004/3/3,17:03:01,23.9084,31.0314,108.56,2.68742
2004/3/3,17:03:27,23.8888,31.0667,114.08,2.68742
2004/3/3,17:03:56,23.8888,31.0314,114.08,2.68742
2004/3/3,17:04:59,23.8398,31.1021,108.56,2.68742
2004/3/3,17:05:27,23.8398,31.1374,108.56,2.69964
2004/3/3,17:06:01,23.8398,31.1727,108.56,2.69964
2004/3/3,17:06:27,23.8104,31.1727,108.56,2.68742
2004/3/3,17:07:28,23.9182,30.9608,108.56,2.68742
2004/3/3,17:07:57,23.928,30.9608,104.88,2.68742
2004/3/3,17:08:29,23.8986,30.9961,104.88,2.69964
2004/3/3,17:08:56,23.8398,31.0314,104.88,2.68742
2004/3/3,17:09:59,23.8202,31.1021,104.88,2.69964
2004/3/3,17:10:27,23.8594,31.0314,104.88,2.68742
2004/3/3,17:11:30,24.0064,30.8194,104.88,2.68742
2004/3/3,17:11:56,23.9476,30.8901,104.88,2.69964
2004/3/3,17:12:29,23.9476,30.9608,101.2,2.69964
2004/3/3,17:12:57,23.9672,30.9608,101.2,2.69964
2004/3/3,17:13:32,24.026,30.8194,101.2,2.69964
2004/3/3,17:14:56,24.075,30.784,101.2,2.69964
2004/3/4,7:11:00,21.8112,31.8072,101.2,2.65143
2004/3/4,7:11:28,21.8896,31.6664,104.88,2.65143
2004/3/4,7:11:58,21.9582,31.5959,104.88,2.65143
2004/3/4,7:12:28,22.0366,31.4549,101.2,2.65143
2004/3/4,7:15:34,22.2914,31.1727,101.2,2.66332
2004/3/4,7:17:57,22.4776,31.0314,108.56,2.66332
2004/3/4,7:18:58,22.556,30.8547,121.44,2.66332
2004/3/4,7:20:03,22.6148,30.784,150.88,2.66332
2004/3/4,7:20:28,22.654,30.784,158.24,2.67532
2004/3/4,7:22:05,22.8108,30.5363,150.88,2.66332
2004/3/4,7:22:27,22.8598,30.4655,150.88,2.66332
2004/3/4,7:22:59,22.8892,30.3947,165.6,2.66332
2004/3/4,7:23:29,22.9186,30.3238,172.96,2.66332
2004/3/4,7:24:27,22.9872,30.2529,172.96,2.66332
2004/3/4,7:25:57,23.046,30.1465,180.32,2.67532
2004/3/4,7:26:29,23.046,30.182,172.96,2.67532
2004/3/4,7:26:57,23.0558,30.182,172.96,2.66332
2004/3/4,7:27:27,23.0852,30.1111,172.96,2.66332
2004/3/4,7:27:59,23.095,30.1111,158.24,2.66332
2004/3/4,7:29:28,23.144,30.1111,172.96,2.67532
2004/3/4,7:30:02,23.1832,30.0401,158.24,2.67532
2004/3/4,7:30:28,23.193,30.0401,172.96,2.66332
2004/3/4,8:18:29,23.5752,30.0401,323.84,2.67532
2004/3/4,8:19:58,23.4576,30.2529,323.84,2.67532
2004/3/4,8:20:27,23.4184,30.2529,323.84,2.67532
2004/3/4,8:21:30,23.389,30.4301,323.84,2.67532
2004/3/4,8:21:59,23.3596,30.5363,323.84,2.67532
2004/3/4,8:22:28,23.34,30.5363,294.4,2.67532
2004/3/4,8:23:00,23.34,30.5363,309.12,2.67532
2004/3/4,8:23:34,23.34,30.4655,294.4,2.67532
2004/3/4,8:24:01,23.2812,30.7486,294.4,2.66332
2004/3/4,8:24:30,23.2714,30.8901,323.84,2.66332
2004/3/4,8:24:58,23.3988,30.5363,323.84,2.67532
2004/3/4,8:25:32,23.4478,30.4655,323.84,2.66332
2004/3/4,8:25:58,23.4772,30.3947,323.84,2.67532
2004/3/4,8:26:30,23.487,30.4655,323.84,2.67532
2004/3/4,8:27:01,23.5654,30.2529,323.84,2.66332
2004/3/4,8:27:32,23.5752,30.3238,323.84,2.68742
2004/3/4,8:28:32,23.683,30.0401,323.84,2.67532
2004/3/4,8:29:00,23.7712,30.0046,323.84,2.67532
2004/3/4,14:26:58,25.0452,30.1465,136.16,2.69964
2004/3/4,14:27:29,25.104,30.0401,136.16,2.69964
2004/3/4,14:29:58,24.9472,30.3947,136.16,2.68742
2004/3/4,14:30:29,24.9962,30.4655,128.8,2.68742
2004/3/4,14:31:30,25.055,30.182,136.16,2.68742
2004/3/4,14:32:35,25.1334,30.0401,136.16,2.69964
2004/3/4,14:33:04,25.0844,30.1111,136.16,2.68742
2004/3/4,14:33:58,25.0942,30.0401,136.16,2.68742
2004/3/4,14:35:04,25.0452,30.0401,136.16,2.68742
2004/3/4,14:35:31,24.9864,30.1465,136.16,2.69964
2004/3/4,14:36:28,24.9864,30.182,128.8,2.69964
2004/3/4,14:38:02,24.908,30.2529,128.8,2.69964
2004/3/4,14:38:34,24.8982,30.3238,128.8,2.69964
2004/3/4,14:39:30,24.81,30.3947,128.8,2.68742
2004/3/4,14:40:03,24.7904,30.5009,128.8,2.69964
2004/3/4,14:40:29,24.7904,30.5363,128.8,2.69964
2004/3/4,14:41:02,24.7512,30.5717,128.8,2.68742
2004/3/4,14:41:28,24.7512,30.5363,128.8,2.69964
2004/3/4,14:42:29,24.8688,30.3592,128.8,2.69964
2004/3/4,14:43:01,24.8884,30.3238,128.8,2.69964
2004/3/4,14:43:29,24.8198,30.4301,128.8,2.69964
2004/3/4,14:46:01,24.712,30.6071,128.8,2.67532
2004/3/4,14:46:58,24.761,30.5717,128.8,2.69964
2004/3/4,14:47:59,24.614,30.8194,128.8,2.68742
2004/3/4,14:52:05,24.6434,30.7486,128.8,2.68742
2004/3/4,14:52:28,24.516,30.9254,128.8,2.68742
2004/3/4,14:52:59,24.4964,30.9608,128.8,2.68742
2004/3/4,14:53:28,24.5552,30.8901,121.44,2.68742
2004/3/4,14:55:28,24.3592,31.1727,121.44,2.68742
2004/3/4,14:56:58,24.3494,31.3139,121.44,2.68742
2004/3/4,14:57:28,24.3004,31.3491,121.44,2.68742
2004/3/4,14:58:02,24.2122,31.4549,121.44,2.68742
2004/3/4,14:58:59,24.1926,31.5254,114.08,2.67532
2004/3/4,14:59:34,24.0554,31.8776,114.08,2.68742
2004/3/4,15:00:04,24.0358,31.8072,121.44,2.68742
2004/3/4,15:00:33,24.124,31.6664,114.08,2.68742
2004/3/4,15:02:59,24.2612,31.4902,114.08,2.68742
2004/3/4,15:03:29,24.271,31.4549,114.08,2.68742
2004/3/4,15:04:05,24.32,31.4197,108.56,2.68742
2004/3/4,15:04:28,24.3396,31.3844,108.56,2.68742
2004/3/4,15:05:59,24.1828,31.6312,108.56,2.68742
2004/3/4,15:06:58,24.0358,31.948,114.08,2.68742
2004/3/4,15:07:32,23.9966,32.0183,114.08,2.68742
2004/3/4,15:09:29,23.9868,32.159,114.08,2.68742
2004/3/4,15:10:34,24.026,32.0183,114.08,2.68742
2004/3/4,15:10:59,24.075,32.0183,114.08,2.68742
2004/3/4,15:13:32,24.026,32.0887,114.08,2.67532
2004/3/4,15:14:33,23.9868,32.2293,114.08,2.67532
2004/3/4,15:14:59,23.9182,32.2995,114.08,2.68742
2004/3/4,15:16:05,23.8398,32.5102,114.08,2.68742
2004/3/4,15:16:30,23.7908,32.5803,114.08,2.68742
2004/3/4,15:17:31,23.8986,32.3698,114.08,2.68742
2004/3/4,15:18:01,23.9378,32.3346,114.08,2.68742
2004/3/4,15:18:29,23.8888,32.3698,114.08,2.68742
2004/3/4,15:20:31,23.83,32.5102,114.08,2.68742
2004/3/4,15:22:03,23.7124,32.6855,114.08,2.68742
2004/3/4,15:23:31,23.8104,32.4751,114.08,2.68742
2004/3/4,15:24:03,23.8006,32.5102,114.08,2.67532
2004/3/4,15:24:30,23.83,32.4751,114.08,2.67532
2004/3/4,15:25:00,23.8202,32.4751,114.08,2.67532
2004/3/4,15:26:33,23.7908,32.5452,114.08,2.67532
2004/3/4,15:27:30,23.8496,32.4751,114.08,2.68742
2004/3/4,15:29:31,23.8398,32.4751,108.56,2.67532
2004/3/4,15:31:03,23.7614,32.6505,108.56,2.67532
2004/3/4,15:31:30,23.7516,32.7206,108.56,2.67532
2004/3/4,15:32:00,23.7124,32.7557,108.56,2.67532
2004/3/4,15:33:31,23.6536,32.8958,101.2,2.67532
2004/3/4,15:35:02,23.5458,33.1409,101.2,2.67532
2004/3/4,15:35:33,23.5556,33.1409,104.88,2.67532
2004/3/4,15:36:00,23.4772,33.3507,101.2,2.67532
2004/3/4,15:39:59,23.389,33.5604,114.08,2.67532
2004/3/4,15:40:32,23.3988,33.6651,114.08,2.67532
2004/3/4,16:29:35,22.8304,35.0915,114.08,2.67532
2004/3/4,16:29:58,22.8304,35.1262,128.8,2.67532
2004/3/4,16:31:02,22.8108,35.0915,128.8,2.67532
2004/3/4,16:32:30,22.7814,35.0915,128.8,2.67532
2004/3/4,16:36:01,22.3698,36.0603,121.44,2.67532
2004/3/4,16:38:58,22.3012,36.0948,121.44,2.66332
2004/3/4,16:40:03,22.3306,36.0948,121.44,2.66332
2004/3/4,16:40:31,22.3208,36.0603,121.44,2.66332
2004/3/4,16:42:58,22.2718,36.1983,121.44,2.65143
2004/3/4,16:43:30,22.2424,36.2328,121.44,2.65143
2004/3/4,16:44:29,22.2914,36.1983,121.44,2.66332
2004/3/4,16:45:03,22.2914,36.1293,121.44,2.66332
2004/3/4,16:45:31,22.2718,36.1638,121.44,2.67532
2004/3/4,16:46:00,22.2522,36.1293,121.44,2.65143
2004/3/4,16:46:29,22.2326,36.1983,121.44,2.65143
2004/3/4,16:46:58,22.3012,36.1293,121.44,2.66332
2004/3/4,16:48:33,22.2424,36.1983,121.44,2.66332
2004/3/4,16:49:28,22.1738,36.3362,121.44,2.66332
2004/3/4,16:50:00,22.1934,36.3362,121.44,2.66332
2004/3/4,16:52:02,22.1738,36.3362,114.08,2.66332
2004/3/4,16:52:58,22.1346,36.4052,114.08,2.67532
2004/3/4,16:53:59,22.1444,36.4052,114.08,2.66332
2004/3/4,16:54:33,22.1836,36.2673,108.56,2.66332
2004/3/4,16:55:32,22.1542,36.4396,114.08,2.65143
2004/3/4,16:58:03,22.0856,36.4741,114.08,2.67532
2004/3/4,16:58:29,22.0856,36.5085,108.56,2.66332
2004/3/4,16:58:59,22.0954,36.4741,108.56,2.67532
2004/3/4,16:59:59,22.066,36.543,108.56,2.66332
2004/3/4,17:00:29,22.066,36.543,114.08,2.65143
2004/3/4,17:01:00,22.066,36.4741,114.08,2.66332
2004/3/4,17:01:30,22.0464,36.543,108.56,2.65143
2004/3/4,17:01:58,22.0366,36.5774,114.08,2.66332
2004/3/4,17:02:33,22.0268,36.6463,108.56,2.65143
2004/3/4,17:03:31,21.9778,36.7495,108.56,2.65143
2004/3/4,17:04:01,21.9484,36.7495,108.56,2.65143
2004/3/4,17:05:58,21.87,37.0246,108.56,2.65143
2004/3/4,17:06:30,21.8602,37.0246,108.56,2.65143
2004/3/4,17:07:02,21.8994,36.9559,108.56,2.66332
2004/3/4,17:07:29,21.9092,36.9215,108.56,2.65143
2004/3/4,17:08:01,21.919,36.8871,104.88,2.66332
2004/3/4,17:09:02,22.0072,36.6807,104.88,2.65143
2004/3/4,17:09:29,21.9876,36.6807,104.88,2.66332
2004/3/4,17:10:03,22.017,36.6118,108.56,2.65143
2004/3/4,17:12:33,21.9778,36.6807,104.88,2.65143
2004/3/4,17:12:59,21.968,36.7151,104.88,2.66332
2004/3/4,17:13:32,21.9778,36.7151,104.88,2.65143
2004/3/4,17:15:01,21.968,36.6807,101.2,2.65143
2004/3/5,7:02:32,20.0276,36.7151,104.88,2.62796
2004/3/5,7:03:01,20.4882,35.7494,104.88,2.62796
2004/3/5,7:04:33,21.5564,33.7,114.08,2.63964
2004/3/5,7:05:33,21.9778,32.9659,128.8,2.65143
2004/3/5,7:06:06,22.1836,32.5803,136.16,2.65143
2004/3/5,7:06:37,22.3306,32.44,136.16,2.65143
2004/3/5,7:07:05,22.4776,32.1238,143.52,2.65143
2004/3/5,7:07:31,22.6246,31.948,136.16,2.65143
2004/3/5,7:08:01,22.752,31.7016,128.8,2.65143
2004/3/5,7:08:30,22.85,31.5607,121.44,2.65143
2004/3/5,7:09:00,22.948,31.4197,121.44,2.65143
2004/3/5,7:09:35,23.046,31.3139,121.44,2.65143
2004/3/5,7:10:05,23.144,31.0667,121.44,2.65143
2004/3/5,7:10:30,23.2322,31.0314,136.16,2.65143
2004/3/5,7:11:00,23.291,30.8901,150.88,2.65143
2004/3/5,7:11:30,23.3498,30.8194,165.6,2.65143
2004/3/5,7:12:02,23.4184,30.7486,172.96,2.65143
2004/3/5,7:12:37,23.4968,30.6071,172.96,2.65143
2004/3/5,7:13:07,23.5556,30.5363,180.32,2.65143
2004/3/5,7:13:38,23.5948,30.4655,180.32,2.65143
2004/3/5,7:14:00,23.634,30.5009,180.32,2.65143
2004/3/5,7:15:00,23.7026,30.4655,136.16,2.65143
2004/3/5,7:15:35,23.7516,30.3238,121.44,2.66332
2004/3/5,7:16:00,23.781,30.3238,136.16,2.66332
2004/3/5,7:16:34,23.8496,30.2884,150.88,2.67532
2004/3/5,7:17:05,23.8888,30.2529,172.96,2.66332
2004/3/5,7:17:32,23.9378,30.182,180.32,2.66332
2004/3/5,7:18:35,24.0064,30.1111,202.4,2.66332
2004/3/5,7:19:00,24.026,30.0401,224.48,2.66332
2004/3/5,7:19:36,24.0456,30.0401,235.52,2.67532
2004/3/5,7:20:06,24.0652,30.0046,235.52,2.67532
2004/3/5,7:41:34,24.1436,30.2884,309.12,2.66332
2004/3/5,7:43:32,23.879,30.8194,323.84,2.66332
2004/3/5,7:44:00,23.83,30.9608,323.84,2.66332
2004/3/5,7:46:37,23.6536,31.3139,368.0,2.65143
2004/3/5,7:47:02,23.6046,31.3139,368.0,2.65143
2004/3/5,7:48:33,23.5164,31.5254,338.56,2.66332
2004/3/5,7:49:06,23.4674,31.5959,353.28,2.66332
2004/3/5,7:51:00,23.4282,31.772,353.28,2.65143
2004/3/5,7:52:33,23.4184,31.9128,397.44,2.66332
2004/3/5,7:53:00,23.4576,31.772,397.44,2.65143
2004/3/5,7:53:38,23.4282,31.772,397.44,2.66332
2004/3/5,7:54:32,23.4772,31.8072,397.44,2.65143
2004/3/5,7:55:31,23.4968,31.8776,397.44,2.66332
2004/3/5,7:56:05,23.5556,31.8072,397.44,2.65143
2004/3/5,7:56:35,23.585,31.7368,397.44,2.65143
2004/3/5,7:58:02,23.8594,31.4197,397.44,2.66332
2004/3/5,7:58:35,23.9084,31.2433,397.44,2.66332
2004/3/5,7:59:05,24.026,31.1021,397.44,2.67532
2004/3/5,8:01:03,24.3592,30.5363,353.28,2.67532
2004/3/5,8:02:34,24.614,30.182,353.28,2.67532
2004/3/5,8:03:33,24.7218,30.0401,338.56,2.67532
2004/3/5,8:56:03,25.2804,30.0401,456.32,2.67532
2004/3/5,8:57:05,25.2216,30.1111,382.72,2.68742
2004/3/5,8:57:32,25.202,30.2175,368.0,2.68742
2004/3/5,8:58:09,25.1334,30.182,294.4,2.68742
2004/3/5,8:58:35,25.0942,30.182,264.96,2.67532
2004/3/5,8:59:31,25.006,30.3592,264.96,2.67532
2004/3/5,9:00:03,24.9178,30.6071,264.96,2.67532
2004/3/5,9:01:34,24.7218,30.8194,323.84,2.67532
2004/3/5,9:02:03,24.6924,30.8901,323.84,2.67532
2004/3/5,9:03:03,24.6434,30.9608,537.28,2.67532
2004/3/5,9:06:34,24.2318,31.7368,537.28,2.67532
2004/3/5,9:07:37,24.2808,31.6664,537.28,2.66332
2004/3/5,9:08:02,24.3004,31.6664,507.84,2.67532
2004/3/5,9:08:32,24.2906,31.5959,478.4,2.66332
2004/3/5,9:09:04,24.2808,31.5959,507.84,2.67532
2004/3/5,9:10:32,24.1044,31.8776,507.84,2.67532
2004/3/5,9:11:32,24.0456,32.0183,507.84,2.67532
2004/3/5,9:13:00,24.026,32.159,456.32,2.66332
2004/3/5,9:13:30,24.026,32.2293,456.32,2.66332
2004/3/5,9:13:59,24.0358,32.0887,426.88,2.67532
2004/3/5,9:14:35,24.173,31.9128,412.16,2.67532
2004/3/5,9:15:02,24.1828,32.0183,397.44,2.66332
2004/3/5,9:16:06,24.1142,31.948,412.16,2.67532
2004/3/5,9:16:30,24.0652,32.0535,412.16,2.67532
2004/3/5,9:17:02,24.0456,32.0887,382.72,2.66332
2004/3/5,9:17:30,24.026,32.159,382.72,2.67532
2004/3/5,9:18:00,24.026,32.2293,382.72,2.66332
2004/3/5,9:18:37,23.9476,32.3346,382.72,2.66332
2004/3/5,9:19:00,23.928,32.2644,382.72,2.66332
2004/3/5,9:19:30,23.9084,32.3698,397.44,2.66332
2004/3/5,9:20:04,23.9378,32.3698,397.44,2.66332
2004/3/5,9:20:35,23.9574,32.159,397.44,2.66332
2004/3/5,9:21:04,23.977,32.159,397.44,2.66332
2004/3/5,9:21:33,23.9868,32.159,382.72,2.66332
2004/3/5,9:22:04,24.0358,32.159,382.72,2.66332
2004/3/5,9:22:37,23.9966,32.1238,382.72,2.66332
2004/3/5,9:23:05,23.9672,32.0887,382.72,2.67532
2004/3/5,9:24:36,24.0162,32.159,397.44,2.66332
2004/3/5,9:25:02,23.977,32.2293,397.44,2.67532
2004/3/5,9:26:00,23.9672,32.2293,441.6,2.67532
2004/3/5,9:26:31,23.9476,32.2293,441.6,2.66332
2004/3/5,9:27:00,23.9084,32.2995,441.6,2.67532
2004/3/5,9:28:04,23.9476,32.2995,456.32,2.66332
2004/3/5,9:28:30,23.9672,32.3698,456.32,2.66332
2004/3/5,9:29:02,23.9672,32.2293,441.6,2.66332
2004/3/5,9:29:37,23.9476,32.3698,441.6,2.66332
2004/3/5,9:30:08,23.9378,32.2995,441.6,2.67532
2004/3/5,9:31:05,24.0064,32.2293,441.6,2.66332
2004/3/5,9:32:00,23.9672,32.2995,426.88,2.66332
2004/3/5,9:32:37,23.9672,32.3698,412.16,2.66332
2004/3/5,9:33:35,23.9574,32.44,426.88,2.67532
2004/3/5,9:34:00,23.9574,32.2995,426.88,2.66332
2004/3/5,9:34:33,23.9672,32.3346,426.88,2.66332
2004/3/5,9:37:01,23.9084,32.4049,412.16,2.67532
2004/3/5,9:38:30,23.9378,32.4049,441.6,2.66332
2004/3/5,9:39:05,23.9574,32.44,441.6,2.67532
2004/3/5,9:39:32,23.977,32.3346,441.6,2.66332
